CLV,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Response,Gender,Total Claim Amount,Coverage,Education,Location Code,Marital Status,Policy Type,Label,State,EmploymentStatus,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
6672.127831,56830,83,6,27,0,9,0,0,319.799712,1,1,2,1,1,2,Oregon,Employed,Personal L1,Offer2,Agent,Two-Door Car,Medsize
12919.41828,58236,108,22,92,0,2,0,1,67.253453,0,1,0,1,0,0,California,Employed,Corporate L2,Offer1,Agent,SUV,Small
7385.359236,54289,62,32,13,0,2,0,1,430.093647,0,1,1,1,1,1,Washington,Employed,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
7200.664877,0,66,16,77,0,2,1,0,316.8,0,1,1,1,1,1,California,Unemployed,Personal L3,Offer2,Agent,Four-Door Car,Medsize
7281.715134,47482,93,19,45,0,3,0,1,594.177664,1,1,1,1,0,0,California,Employed,Corporate L1,Offer2,Branch,Four-Door Car,Small
3237.996209,60244,83,3,72,3,1,1,1,326.281835,1,2,2,1,1,1,Arizona,Employed,Personal L1,Offer3,Agent,Four-Door Car,Medsize
2722.986709,20867,71,0,79,0,1,0,1,340.8,0,1,1,1,1,1,Arizona,Disabled,Personal L3,Offer4,Agent,Four-Door Car,Medsize
11277.72488,98138,93,30,10,1,2,0,1,427.52731,1,2,2,1,1,1,California,Employed,Personal L1,Offer3,Agent,Four-Door Car,Medsize
8555.887254,0,81,6,49,0,2,0,1,583.2,1,0,1,0,1,1,California,Unemployed,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
2911.923334,20327,74,26,44,0,1,0,0,824.254866,0,1,1,1,1,1,Washington,Employed,Personal L1,Offer3,Web,Four-Door Car,Medsize
10083.48688,11828,90,18,84,0,2,1,0,571.479602,1,0,1,0,1,1,Oregon,Retired,Personal L2,Offer1,Agent,Four-Door Car,Large
5704.977144,50695,71,31,30,0,5,0,1,110.567069,0,2,0,1,1,2,Arizona,Employed,Personal L3,Offer1,Call Center,Two-Door Car,Large
7664.80924,0,107,14,90,0,3,0,1,770.4,2,0,1,0,1,1,Nevada,Unemployed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
4909.027487,98693,61,7,57,0,3,0,1,292.8,0,0,1,1,1,1,Oregon,Employed,Personal L2,Offer2,Agent,Four-Door Car,Small
5470.060561,54507,138,20,11,0,1,1,0,702.990032,1,1,1,1,1,2,Oregon,Employed,Personal L3,Offer2,Agent,SUV,Medsize
5067.002561,89703,126,6,54,0,1,0,1,601.983113,1,1,2,1,1,2,Nevada,Employed,Personal L1,Offer4,Branch,SUV,Medsize
4896.271406,0,71,9,6,0,3,0,0,421.147532,0,1,1,0,1,1,Washington,Unemployed,Personal L3,Offer2,Agent,Four-Door Car,Large
4572.041785,0,67,19,82,1,3,0,1,357.14996,0,1,1,1,1,2,California,Unemployed,Personal L2,Offer1,Agent,Two-Door Car,Small
8237.376444,70882,69,20,50,0,2,0,1,124.380223,0,1,0,1,1,1,Oregon,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
3964.730745,60817,103,3,79,1,1,0,0,494.4,2,1,1,0,1,1,Nevada,Employed,Personal L2,Offer2,Web,Four-Door Car,Medsize
10901.22525,72257,90,28,61,0,2,0,1,408.415481,1,1,2,0,1,1,Nevada,Employed,Personal L3,Offer3,Branch,Four-Door Car,Medsize
16304.29777,90008,137,13,3,0,2,0,1,406.986034,1,2,2,0,1,2,California,Employed,Personal L3,Offer2,Web,SUV,Medsize
2619.478929,93987,65,9,1,0,1,0,0,251.321448,0,0,2,0,1,2,Nevada,Employed,Personal L2,Offer2,Branch,Two-Door Car,Medsize
14024.35839,81872,115,10,55,0,2,1,0,256.43803,2,0,0,1,1,1,Oregon,Employed,Personal L2,Offer2,Web,Four-Door Car,Medsize
24320.64401,60221,67,3,17,0,2,0,0,238.561687,0,1,2,1,1,1,Nevada,Employed,Personal L1,Offer3,Agent,Four-Door Car,Medsize
24249.33685,33651,69,21,37,1,2,0,0,328.65413,0,1,2,1,1,1,Arizona,Employed,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
20864.30762,0,61,22,94,0,2,0,0,216.08671,0,1,2,1,2,1,California,Unemployed,Special L3,Offer1,Branch,Four-Door Car,Medsize
8823.852473,75741,109,31,59,0,7,0,1,217.188864,0,0,0,1,0,2,Oregon,Employed,Corporate L3,Offer3,Agent,SUV,Small
7610.203455,38086,96,17,10,0,7,0,1,243.237741,1,2,2,1,1,2,Arizona,Employed,Personal L3,Offer4,Agent,Two-Door Car,Medsize
7486.171898,38725,64,12,58,0,2,0,0,307.2,0,0,1,0,0,2,California,Employed,Corporate L1,Offer1,Agent,Two-Door Car,Medsize
8763.449964,20132,86,5,61,3,2,0,1,412.8,1,0,1,0,0,0,Nevada,Disabled,Corporate L3,Offer1,Branch,Four-Door Car,Small
27386.15024,0,105,0,47,0,2,0,1,451.13986,0,2,2,1,1,2,Arizona,Unemployed,Personal L1,Offer3,Agent,Sports Car,Medsize
11121.62179,44299,106,25,76,5,2,0,1,754.260616,0,0,1,0,1,2,Oregon,Employed,Personal L1,Offer1,Call Center,SUV,Medsize
5657.685223,98917,139,18,21,0,1,0,1,336.612234,1,0,0,1,0,0,Arizona,Employed,Corporate L1,Offer1,Agent,Sports Car,Medsize
18938.53677,91535,67,35,13,1,2,0,0,126.634634,0,1,0,1,1,1,California,Employed,Personal L3,Offer1,Agent,Four-Door Car,Large
13865.83107,53484,70,12,12,0,2,0,0,333.051529,0,1,2,0,0,2,Washington,Employed,Corporate L3,Offer1,Branch,Two-Door Car,Medsize
8188.91743,45318,103,17,27,0,8,0,1,494.4,0,2,1,1,1,2,Oregon,Employed,Personal L2,Offer2,Call Center,SUV,Large
5626.530435,46897,70,16,47,0,3,0,0,344.377218,0,1,1,1,1,1,Oregon,Employed,Personal L2,Offer4,Branch,Four-Door Car,Small
3208.919835,40135,80,29,70,0,1,0,0,78.008093,1,2,0,1,1,1,Arizona,Employed,Personal L2,Offer1,Agent,Four-Door Car,Medsize
5282.543094,38606,68,16,99,0,3,0,1,413.288851,0,1,1,0,1,1,Arizona,Employed,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8696.7107,56550,73,22,41,3,2,0,0,162.775889,0,1,0,1,0,0,Oregon,Employed,Corporate L1,Offer3,Agent,Four-Door Car,Medsize
5259.444853,61146,65,7,68,0,6,0,0,273.018929,0,1,2,1,1,1,Oregon,Employed,Personal L3,Offer2,Branch,Four-Door Car,Medsize
7854.771821,36409,66,26,33,0,2,0,1,316.8,0,0,1,1,1,1,Nevada,Employed,Personal L3,Offer1,Branch,Four-Door Car,Small
6438.97103,90035,80,28,38,0,3,0,0,141.628547,1,1,0,1,1,1,Arizona,Employed,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
11633.57855,39669,98,13,63,0,2,0,0,492.935479,1,1,1,1,1,2,California,Employed,Personal L3,Offer2,Agent,Two-Door Car,Small
2442.422113,57963,61,11,63,0,1,0,0,42.160829,0,2,0,0,1,1,Arizona,Employed,Personal L3,Offer2,Web,Four-Door Car,Medsize
14024.35839,81872,115,10,55,0,2,1,0,256.43803,2,0,0,1,1,1,Washington,Employed,Personal L3,Offer2,Web,Four-Door Car,Medsize
2491.257604,25965,65,23,27,0,1,1,0,329.206567,0,0,1,0,1,1,California,Medical Leave,Personal L3,Offer1,Agent,Four-Door Car,Medsize
3410.199334,59662,85,6,76,0,1,0,0,10.168824,1,0,0,1,1,1,Arizona,Employed,Personal L1,Offer2,Web,Four-Door Car,Medsize
3842.028065,27906,102,5,57,0,1,0,1,489.6,2,1,1,0,1,1,Nevada,Disabled,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
3339.853704,51032,83,5,56,0,1,0,0,349.954886,1,0,2,1,1,1,Oregon,Employed,Personal L1,Offer4,Web,Four-Door Car,Medsize
5358.269985,83771,133,26,18,0,1,0,0,482.328161,1,1,2,1,1,2,Arizona,Employed,Personal L3,Offer4,Web,Sports Car,Medsize
9268.672154,57052,115,7,56,1,4,0,0,483.62724,0,1,2,1,0,2,Oregon,Employed,Corporate L3,Offer3,Agent,SUV,Medsize
4200.373728,51510,106,11,17,0,1,0,1,688.547375,2,2,1,0,1,1,California,Employed,Personal L2,Offer2,Branch,Four-Door Car,Medsize
4829.571981,34819,61,0,31,0,6,0,0,185.898327,0,1,2,1,0,0,Oregon,Employed,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
14244.73069,31189,122,18,10,0,2,0,0,585.6,1,1,1,0,1,2,California,Employed,Personal L3,Offer2,Agent,Sports Car,Large
4095.201692,32180,103,3,28,0,1,0,0,558.835255,0,1,1,1,2,2,California,Employed,Special L2,Offer3,Call Center,Sports Car,Small
33718.8424,27500,114,25,47,0,2,0,1,472.280461,0,1,2,0,0,0,California,Medical Leave,Corporate L1,Offer1,Branch,SUV,Large
7540.054749,67018,94,11,17,0,4,0,0,104.427573,1,1,0,1,1,1,California,Employed,Personal L1,Offer2,Agent,Four-Door Car,Medsize
2821.002026,0,77,32,0,0,1,0,1,436.369797,1,1,1,1,0,2,Arizona,Unemployed,Corporate L2,Offer4,Agent,Two-Door Car,Medsize
36695.90627,0,199,7,93,0,2,0,0,1062.090461,0,1,1,1,1,2,Oregon,Unemployed,Personal L3,Offer1,Call Center,Luxury SUV,Medsize
19731.34147,33588,62,2,64,0,2,0,0,419.921897,0,1,1,1,0,0,California,Employed,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
6685.069081,56270,83,23,2,0,4,0,1,398.4,1,2,1,1,1,1,Oregon,Employed,Personal L2,Offer2,Branch,Four-Door Car,Medsize
8408.317401,82800,70,12,94,0,2,0,1,442.194796,0,1,1,1,0,0,Arizona,Employed,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
7371.58568,0,68,2,70,0,2,0,0,425.137341,0,1,1,0,1,1,Arizona,Unemployed,Personal L1,Offer3,Agent,Four-Door Car,Medsize
4742.106389,63891,119,13,13,0,1,0,1,7.651121,2,0,0,1,0,2,Oregon,Employed,Corporate L3,Offer4,Agent,Two-Door Car,Medsize
15865.166,43946,133,13,83,0,2,0,0,415.98615,1,2,2,0,0,2,Washington,Employed,Corporate L2,Offer2,Call Center,Sports Car,Medsize
5396.311664,62039,68,8,30,1,8,0,1,265.877583,0,1,2,1,1,1,Washington,Employed,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
4330.38602,60475,107,9,18,0,1,1,1,513.6,2,1,1,1,1,1,Oregon,Employed,Personal L3,Offer2,Branch,Four-Door Car,Medsize
5708.024308,70279,71,17,25,0,7,0,0,331.231484,0,0,2,0,2,1,Nevada,Employed,Special L3,Offer4,Call Center,Four-Door Car,Medsize
3500.855508,0,93,4,63,0,1,0,0,446.4,1,0,1,1,1,2,Oregon,Unemployed,Personal L2,Offer4,Branch,Two-Door Car,Small
3919.366722,66676,97,0,40,0,1,1,0,558.099357,1,0,1,1,1,1,Oregon,Employed,Personal L1,Offer3,Agent,Four-Door Car,Small
2910.317298,12048,77,6,46,0,1,0,1,369.6,1,0,1,1,0,0,Arizona,Medical Leave,Corporate L1,Offer2,Agent,Four-Door Car,Large
4827.77681,0,68,29,91,0,6,0,0,326.4,0,1,1,0,1,1,Arizona,Unemployed,Personal L3,Offer1,Branch,Four-Door Car,Medsize
4811.740943,0,68,34,37,0,6,0,0,619.07199,0,1,1,0,1,2,Arizona,Unemployed,Personal L2,Offer1,Web,Two-Door Car,Small
7834.151482,36094,99,28,50,1,5,0,0,456.50357,1,2,2,1,1,2,California,Employed,Personal L1,Offer2,Branch,Two-Door Car,Medsize
14666.23121,0,61,0,31,0,2,0,1,439.2,0,1,1,0,0,0,Arizona,Unemployed,Corporate L2,Offer1,Branch,Four-Door Car,Small
7199.645715,63328,89,19,19,0,9,0,0,427.2,1,1,1,1,1,2,Washington,Employed,Personal L2,Offer2,Web,Two-Door Car,Medsize
3914.719645,0,112,6,0,0,1,0,1,587.861936,0,0,1,0,0,0,Nevada,Unemployed,Corporate L1,Offer1,Call Center,Sports Car,Medsize
9470.273932,36121,118,7,91,0,4,0,0,1107.145019,2,0,1,1,1,1,Washington,Employed,Personal L3,Offer3,Call Center,Four-Door Car,Small
5479.555081,56005,68,31,30,1,3,1,1,326.4,0,2,1,1,1,1,California,Employed,Personal L3,Offer1,Branch,Four-Door Car,Small
2488.241391,48597,71,12,63,5,1,0,0,305.697525,0,0,2,0,0,0,Arizona,Employed,Corporate L3,Offer4,Agent,Four-Door Car,Medsize
5886.615741,0,81,21,37,0,4,0,0,583.2,1,0,1,0,1,1,California,Unemployed,Personal L2,Offer1,Branch,Four-Door Car,Small
8406.385414,42540,70,15,52,0,2,0,0,43.548973,0,1,0,1,1,1,Oregon,Employed,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8685.91529,87544,109,28,92,1,3,0,1,523.2,0,1,1,1,0,0,California,Employed,Corporate L1,Offer2,Branch,SUV,Small
25030.37545,26292,80,1,81,2,2,0,1,384,1,0,1,1,1,2,Nevada,Employed,Personal L3,Offer3,Agent,Two-Door Car,Medsize
17822.56375,42696,228,17,50,0,9,0,0,1273.741085,1,0,1,0,1,1,California,Employed,Personal L2,Offer3,Call Center,Luxury Car,Small
2798.679988,88009,71,29,21,0,1,0,1,266.52482,0,1,2,0,0,2,Nevada,Employed,Corporate L2,Offer1,Branch,Two-Door Car,Medsize
3288.6575,0,97,27,17,0,1,0,1,1026.315988,1,1,1,0,1,1,Washington,Unemployed,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
2004.350666,0,66,16,35,4,1,1,0,316.8,0,1,1,0,0,0,Washington,Unemployed,Corporate L3,Offer1,Branch,Four-Door Car,Small
13736.1325,16181,181,22,79,0,8,1,0,1261.319869,2,2,1,0,1,2,Oregon,Disabled,Personal L3,Offer1,Web,SUV,Medsize
4411.65582,0,62,20,88,0,6,0,1,446.4,0,1,1,0,1,2,Oregon,Unemployed,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
5392.440611,75438,136,11,97,0,1,0,0,438.480672,1,1,2,0,1,2,Arizona,Employed,Personal L3,Offer1,Call Center,SUV,Medsize
2561.576924,0,73,25,5,0,1,0,0,842.87608,0,0,1,0,0,2,Oregon,Unemployed,Corporate L1,Offer2,Branch,Two-Door Car,Medsize
6057.07208,27681,83,13,62,0,9,1,1,398.4,1,1,1,1,0,2,Oregon,Retired,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
22256.69368,23444,196,7,62,0,2,0,0,940.8,2,1,1,1,0,2,Arizona,Disabled,Corporate L3,Offer1,Call Center,SUV,Medsize
2693.530229,63684,68,6,87,0,1,0,0,343.889585,0,2,1,0,1,2,Washington,Employed,Personal L3,Offer2,Agent,Two-Door Car,Medsize
4296.604128,61737,107,21,65,0,1,0,0,495.670802,0,1,2,1,1,2,Oregon,Employed,Personal L3,Offer1,Branch,Sports Car,Medsize
11624.82149,0,113,32,66,0,2,0,1,813.6,2,0,1,0,1,1,California,Unemployed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8749.496793,52373,111,2,37,0,9,0,1,186.160527,2,1,0,0,1,1,Oregon,Employed,Personal L3,Offer1,Web,Four-Door Car,Medsize
3155.911309,58213,79,22,50,0,1,0,1,39.714767,1,1,0,1,1,1,Oregon,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
3317.904817,74142,83,24,60,0,1,0,1,398.4,1,0,1,1,1,2,California,Employed,Personal L3,Offer4,Branch,Two-Door Car,Medsize
7821.188278,0,109,31,74,0,3,0,0,784.8,2,0,1,0,1,1,Nevada,Unemployed,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
4240.925575,49746,111,4,85,3,1,0,1,589.298521,2,1,1,1,0,0,Washington,Employed,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
8992.779137,0,129,13,4,0,7,0,0,1059.572464,1,0,1,0,1,2,California,Unemployed,Personal L1,Offer1,Call Center,SUV,Medsize
7304.15545,0,104,35,79,0,3,0,1,499.2,2,1,1,0,1,1,Oregon,Unemployed,Personal L2,Offer1,Agent,Four-Door Car,Medsize
5217.513287,39854,66,6,4,0,7,1,0,261.930545,0,1,2,0,1,2,Arizona,Employed,Personal L2,Offer2,Web,Two-Door Car,Medsize
2725.356404,36650,69,2,70,1,1,1,0,56.60333,0,2,0,1,0,0,Nevada,Employed,Corporate L3,Offer2,Web,Four-Door Car,Large
18569.50063,32756,93,18,67,0,2,0,0,381.118731,1,0,2,1,1,2,California,Employed,Personal L3,Offer1,Agent,Two-Door Car,Medsize
9985.366015,36268,86,2,22,1,2,0,1,531.164627,1,1,1,0,1,1,Nevada,Employed,Personal L3,Offer2,Agent,Four-Door Car,Small
8257.666512,23815,73,4,47,0,2,1,0,424.330166,0,1,1,1,1,1,Oregon,Disabled,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
8002.308333,0,107,3,65,0,3,1,0,513.6,0,1,1,1,0,2,Arizona,Unemployed,Corporate L3,Offer1,Agent,SUV,Medsize
5897.745369,39188,74,9,2,0,3,0,1,355.2,0,0,1,0,1,1,Nevada,Employed,Personal L3,Offer3,Web,Four-Door Car,Medsize
4686.469674,58089,118,31,83,0,1,1,1,566.4,0,1,1,1,1,2,Nevada,Employed,Personal L3,Offer1,Agent,SUV,Medsize
5943.07303,62120,74,5,39,0,8,0,0,28.31732,0,0,0,1,0,0,Oregon,Employed,Corporate L3,Offer4,Agent,Four-Door Car,Medsize
2648.471057,26540,69,15,4,0,1,0,0,378.432035,0,0,1,1,1,1,Oregon,Disabled,Personal L2,Offer2,Branch,Four-Door Car,Medsize
4650.063763,28215,65,15,26,0,3,1,1,468,0,1,1,0,1,2,California,Retired,Personal L3,Offer1,Agent,Two-Door Car,Medsize
44856.11397,61675,123,35,54,0,2,0,0,482.550044,1,2,2,1,0,0,Nevada,Employed,Corporate L1,Offer1,Call Center,SUV,Medsize
26570.34335,0,100,16,36,0,2,0,1,480,0,2,1,1,1,2,California,Unemployed,Personal L3,Offer1,Agent,Sports Car,Large
2951.294057,69600,74,35,28,0,1,0,0,341.396161,0,1,2,1,1,1,Nevada,Employed,Personal L1,Offer2,Web,Four-Door Car,Small
2464.510412,40982,62,6,88,0,1,0,0,106.665934,0,1,0,1,0,0,California,Employed,Corporate L1,Offer1,Web,Four-Door Car,Medsize
5555.830205,74015,72,12,61,0,6,1,1,471.443077,0,1,1,0,1,1,Oregon,Employed,Personal L3,Offer2,Call Center,Four-Door Car,Small
3199.703983,0,94,6,61,0,1,0,1,1121.876091,1,0,1,0,1,2,California,Unemployed,Personal L3,Offer1,Agent,Two-Door Car,Large
2776.317884,0,79,28,94,0,1,0,0,509.028102,1,1,1,0,1,1,Oregon,Unemployed,Personal L2,Offer1,Branch,Four-Door Car,Medsize
16355.31386,29439,146,4,10,0,2,0,1,700.8,2,1,1,0,1,2,Arizona,Medical Leave,Personal L3,Offer1,Call Center,SUV,Large
7329.889139,0,108,26,94,0,4,0,1,518.4,0,1,1,0,1,2,Oregon,Unemployed,Personal L1,Offer1,Branch,Sports Car,Small
5555.830205,74015,72,12,61,0,6,1,1,471.443077,0,1,1,0,1,1,Arizona,Employed,Personal L1,Offer2,Call Center,Four-Door Car,Small
6383.482152,67881,79,6,70,0,4,0,0,391.039166,1,1,1,1,1,2,Arizona,Employed,Personal L2,Offer3,Branch,Two-Door Car,Medsize
7758.588506,96162,97,9,91,0,4,0,0,376.569009,1,0,2,0,0,0,Nevada,Employed,Corporate L3,Offer2,Agent,Four-Door Car,Small
14932.09982,39049,63,30,34,0,2,0,0,294.75626,0,1,2,1,1,2,California,Employed,Personal L2,Offer2,Agent,Two-Door Car,Medsize
8047.410936,29808,105,18,38,1,3,0,1,52.456587,0,2,0,1,1,2,Oregon,Disabled,Personal L1,Offer1,Call Center,SUV,Medsize
10861.515,65727,134,14,15,0,6,0,0,363.995013,1,2,2,1,0,0,California,Employed,Corporate L2,Offer1,Agent,SUV,Medsize
2195.295372,0,62,30,29,1,1,0,0,446.4,0,0,1,0,1,1,Washington,Unemployed,Personal L2,Offer1,Web,Four-Door Car,Large
2397.036098,22283,65,16,93,0,1,1,0,572.072106,0,0,1,0,0,0,California,Retired,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
4070.045873,37435,105,3,22,0,1,0,0,314.441585,0,1,2,0,1,2,Washington,Employed,Personal L3,Offer3,Branch,SUV,Medsize
5578.522348,27756,71,6,52,0,8,0,1,735.733206,0,1,1,1,0,2,Oregon,Employed,Corporate L3,Offer1,Agent,Two-Door Car,Small
8139.525579,86876,68,9,3,0,2,0,1,118.810361,0,0,0,1,1,1,Arizona,Employed,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
7444.939419,0,114,21,41,0,4,0,1,863.861736,2,1,1,0,1,1,California,Unemployed,Personal L2,Offer1,Branch,Four-Door Car,Medsize
7295.332712,34062,91,23,51,0,3,0,0,603.350571,1,0,1,1,0,0,California,Employed,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
5325.724541,0,73,17,44,0,7,1,1,496.474767,0,0,1,1,1,2,Oregon,Unemployed,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
2442.212317,0,69,7,10,0,1,0,0,331.2,0,1,1,0,0,0,Washington,Unemployed,Corporate L1,Offer1,Branch,Four-Door Car,Large
10307.65258,78358,128,6,75,0,3,0,0,614.4,1,1,1,1,0,0,Arizona,Employed,Corporate L1,Offer3,Agent,SUV,Medsize
2461.797738,12222,67,8,70,1,1,0,0,321.6,0,1,1,1,0,2,California,Medical Leave,Corporate L3,Offer3,Agent,Two-Door Car,Medsize
2521.684392,41247,64,17,6,0,1,0,0,307.2,0,1,1,0,1,2,California,Employed,Personal L3,Offer4,Web,Two-Door Car,Large
25464.82059,13663,97,1,66,0,2,1,0,465.6,1,1,1,0,0,0,California,Retired,Corporate L1,Offer1,Branch,Four-Door Car,Small
2822.591481,25531,74,27,52,0,1,0,0,355.2,0,1,1,1,1,2,Nevada,Disabled,Personal L3,Offer1,Agent,Two-Door Car,Small
5811.996703,58643,74,33,58,0,3,0,1,329.46648,0,1,2,0,1,1,Nevada,Employed,Personal L1,Offer3,Agent,Four-Door Car,Medsize
21850.34627,48107,190,6,34,2,2,0,1,912,0,1,1,0,0,0,Oregon,Employed,Corporate L2,Offer1,Call Center,Luxury SUV,Small
9320.240511,18643,119,34,41,0,5,0,0,571.2,2,1,1,1,0,0,Washington,Medical Leave,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
22305.32351,0,102,13,89,0,2,0,0,401.528957,2,1,2,1,1,2,Nevada,Unemployed,Personal L2,Offer4,Agent,Two-Door Car,Medsize
22118.81261,58645,110,15,44,0,2,0,1,427.723646,0,2,2,1,1,2,Oregon,Employed,Personal L2,Offer2,Agent,SUV,Medsize
7218.16275,95058,177,11,90,0,1,0,0,89.712324,2,1,0,1,1,2,Oregon,Employed,Personal L3,Offer2,Agent,SUV,Small
6117.034997,0,87,16,83,0,8,0,0,1032.609293,1,1,1,0,0,0,Washington,Unemployed,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
4882.289803,19715,66,25,11,4,5,0,0,475.2,0,0,1,1,1,1,Oregon,Medical Leave,Personal L3,Offer1,Web,Four-Door Car,Small
2674.07551,68787,66,7,64,0,1,0,0,105.379402,0,2,0,1,1,1,Nevada,Employed,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
7724.678387,29056,66,19,2,0,2,0,1,355.531267,0,1,1,1,1,2,Nevada,Employed,Personal L3,Offer2,Branch,Two-Door Car,Medsize
4708.203284,47829,117,23,37,1,1,0,0,561.6,0,1,1,1,1,2,Oregon,Employed,Personal L3,Offer3,Call Center,SUV,Medsize
4447.423455,13128,118,11,21,0,1,0,0,771.878514,2,1,1,1,1,1,Arizona,Disabled,Personal L1,Offer4,Call Center,Four-Door Car,Medsize
4823.558028,58946,121,5,87,0,1,0,0,486.720776,1,1,2,1,1,2,California,Employed,Personal L3,Offer1,Agent,SUV,Medsize
5420.361822,31614,71,26,69,0,4,0,1,234.683628,0,1,2,0,1,1,Oregon,Employed,Personal L3,Offer2,Branch,Four-Door Car,Medsize
7583.141211,44667,65,25,53,0,2,0,0,245.661376,0,1,2,0,1,1,California,Employed,Personal L2,Offer1,Web,Four-Door Car,Medsize
3852.425156,0,111,33,76,0,1,0,1,937.824847,2,1,1,0,1,1,Oregon,Unemployed,Personal L3,Offer3,Agent,Four-Door Car,Small
7647.451823,91512,189,6,86,0,1,0,1,907.2,0,0,1,1,1,1,California,Employed,Personal L3,Offer3,Branch,Luxury Car,Medsize
5229.68034,26540,69,13,65,1,5,0,0,331.2,0,0,1,0,1,1,Oregon,Medical Leave,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
3614.078436,0,103,35,76,0,1,0,1,741.6,0,1,1,0,1,2,Oregon,Unemployed,Personal L2,Offer1,Agent,SUV,Medsize
2853.512645,38798,72,24,48,0,1,0,1,332.945455,0,0,2,1,1,1,Nevada,Employed,Personal L3,Offer2,Web,Four-Door Car,Medsize
8543.325539,0,117,0,6,0,4,0,0,561.6,0,1,1,1,1,2,Oregon,Unemployed,Personal L3,Offer1,Call Center,Sports Car,Medsize
5150.416511,65629,64,21,28,0,3,0,0,89.411365,0,1,0,1,1,1,Oregon,Employed,Personal L3,Offer4,Call Center,Four-Door Car,Large
8723.667123,33291,73,30,2,1,2,0,0,172.226165,0,2,0,1,1,1,Nevada,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
16477.47799,57264,84,0,30,1,2,0,0,129.249842,1,1,0,0,1,1,California,Employed,Personal L3,Offer1,Branch,Four-Door Car,Medsize
26338.58626,60970,110,20,10,0,2,0,0,94.496547,0,1,0,0,1,2,California,Employed,Personal L3,Offer1,Agent,SUV,Medsize
4244.470352,34220,109,23,71,1,1,0,1,523.2,0,1,1,1,0,2,Oregon,Employed,Corporate L3,Offer2,Branch,SUV,Medsize
5757.442258,88997,72,9,71,0,3,1,1,174.041566,0,2,0,0,1,1,Arizona,Employed,Personal L3,Offer2,Branch,Four-Door Car,Small
4826.831451,18779,63,10,65,0,4,0,1,215.255721,0,2,2,1,1,1,Arizona,Medical Leave,Personal L3,Offer3,Agent,Four-Door Car,Large
8092.87696,50825,102,3,46,0,3,1,1,369.614729,0,1,2,1,0,2,Oregon,Employed,Corporate L3,Offer1,Agent,SUV,Medsize
3011.270628,0,86,18,41,0,1,0,1,569.130423,1,0,1,0,1,1,Arizona,Unemployed,Personal L3,Offer1,Web,Four-Door Car,Medsize
8663.919296,29218,72,33,40,0,2,0,0,502.369442,0,0,1,1,1,1,California,Employed,Personal L1,Offer3,Agent,Four-Door Car,Medsize
2471.528431,95697,61,16,55,0,1,1,1,114.273025,0,0,0,1,2,2,California,Employed,Special L3,Offer2,Agent,Two-Door Car,Medsize
5627.297887,61486,70,2,65,0,3,0,0,334.13351,0,2,2,1,1,2,Oregon,Employed,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
7494.087341,0,68,6,25,0,2,0,0,326.4,0,1,1,1,1,1,Arizona,Unemployed,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
5452.625449,17723,72,3,40,0,3,0,0,345.6,0,1,1,1,1,2,Oregon,Disabled,Personal L3,Offer1,Agent,Two-Door Car,Medsize
2592.437797,72421,65,8,23,0,1,1,1,312,0,0,1,1,1,1,California,Employed,Personal L2,Offer2,Call Center,Four-Door Car,Small
6721.893743,36510,84,10,36,0,6,0,0,286.781601,1,1,2,1,1,1,California,Employed,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
5500.576161,35396,70,32,12,0,3,0,1,336,0,1,1,0,1,2,Oregon,Employed,Personal L3,Offer4,Call Center,Two-Door Car,Medsize
